Date & Time,Product ID,Flow Type,Quantity
13-03-2025 00:00,31731,Ingoing,6900
13-03-2025 00:00,42442,Ingoing,1500
13-03-2025 00:00,31587,Ingoing,2700
13-03-2025 00:00,32086,Ingoing,504
13-03-2025 00:00,41597,Ingoing,725
13-03-2025 00:00,41596,Ingoing,66
13-03-2025 00:00,34015,Ingoing,5800
13-03-2025 00:00,35593,Ingoing,2500
13-03-2025 00:00,31662,Ingoing,4000
13-03-2025 00:00,34392,Ingoing,1280
13-03-2025 00:00,38720,Ingoing,1875
13-03-2025 00:00,39907,Ingoing,1540
13-03-2025 00:00,31985,Ingoing,400
13-03-2025 00:00,31595,Ingoing,300
13-03-2025 00:00,35580,Ingoing,600
13-03-2025 00:00,34391,Ingoing,300
13-03-2025 00:00,31438,Ingoing,100
13-03-2025 00:00,31733,Ingoing,690
13-03-2025 00:00,34016,Ingoing,7000
13-03-2025 00:00,36621,Ingoing,240
13-03-2025 00:00,32087,Ingoing,210
13-03-2025 00:00,34393,Ingoing,3840
13-03-2025 00:00,35578,Ingoing,700
13-03-2025 00:00,31772,Ingoing,13390
13-03-2025 00:00,35595,Outgoing,160
13-03-2025 00:00,34392,Outgoing,240
13-03-2025 00:00,35585,Outgoing,200
13-03-2025 00:00,35574,Outgoing,200
13-03-2025 00:00,35576,Outgoing,200
13-03-2025 00:00,34019,Outgoing,200
13-03-2025 00:00,34017,Outgoing,200
13-03-2025 00:00,33635,Outgoing,480
13-03-2025 00:00,33635,Outgoing,0
13-03-2025 00:00,31779,Outgoing,450
13-03-2025 00:00,31453,Outgoing,0
13-03-2025 00:00,34013,Outgoing,0
13-03-2025 00:00,34014,Outgoing,0
13-03-2025 00:00,34015,Outgoing,0
13-03-2025 00:00,34015,Outgoing,0
13-03-2025 00:00,34015,Outgoing,0
13-03-2025 00:00,34016,Outgoing,0
13-03-2025 00:00,34213,Outgoing,0
13-03-2025 00:00,31473,Outgoing,0
13-03-2025 00:00,31473,Outgoing,0
13-03-2025 00:00,31473,Outgoing,0
13-03-2025 00:00,32003,Outgoing,0
13-03-2025 00:00,31437,Outgoing,0
13-03-2025 00:00,31456,Outgoing,0
13-03-2025 00:00,31482,Outgoing,0
13-03-2025 00:00,32005,Outgoing,0
13-03-2025 00:00,31761,Outgoing,1500
13-03-2025 00:00,31769,Outgoing,588
13-03-2025 00:00,39916,Outgoing,60
13-03-2025 00:00,31787,Outgoing,40
13-03-2025 00:00,39905,Outgoing,0
13-03-2025 00:00,34015,Outgoing,0
13-03-2025 00:00,34014,Outgoing,0
13-03-2025 00:00,34408,Outgoing,0
13-03-2025 00:00,34018,Outgoing,0
13-03-2025 00:00,34018,Outgoing,0
13-03-2025 00:00,31688,Outgoing,0
13-03-2025 00:00,31688,Outgoing,0
13-03-2025 00:00,31706,Outgoing,0
13-03-2025 00:00,31706,Outgoing,0
13-03-2025 00:00,31706,Outgoing,0
13-03-2025 00:00,31674,Outgoing,0
13-03-2025 00:00,31698,Outgoing,0
13-03-2025 00:00,31700,Outgoing,0
13-03-2025 00:00,31647,Outgoing,0
13-03-2025 00:00,31647,Outgoing,0
13-03-2025 00:00,31665,Outgoing,0
13-03-2025 00:00,36622,Outgoing,0
13-03-2025 00:00,39033,Outgoing,0
15-03-2025 00:00,35593,Outgoing,50
15-03-2025 00:00,39907,Outgoing,800
15-03-2025 00:00,39905,Outgoing,300
15-03-2025 00:00,38744,Outgoing,120
15-03-2025 00:00,31554,Outgoing,2500
15-03-2025 00:00,31557,Outgoing,200
15-03-2025 00:00,31565,Outgoing,1500
15-03-2025 00:00,31551,Outgoing,500
15-03-2025 00:00,31594,Outgoing,300
15-03-2025 00:00,31584,Outgoing,500
15-03-2025 00:00,31532,Outgoing,540
